SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW
2026-03-17,29,21135,A,26502,19369,4329,6417,10183,22823,0,842,5545,2006,992,-1014,-53,0,-1006,-490,997,-1094,-268
2026-03-17,30,21684,A,27013,20004,4398,6417,9038,22823,0,769,5883,2007,992,-1014,-16,0,-1009,-410,997,-1094,-417
2026-03-17,31,22472,A,27352,20879,4299,6417,7754,22823,0,521,5855,2007,992,-1013,-84,0,-1020,-36,997,-1094,-512
2026-03-17,32,24258,A,28628,22675,4315,6417,6281,22823,0,108,5950,2006,992,-1014,-21,0,-1021,44,997,-1094,-512
2026-03-17,33,26692,A,31165,24767,4051,6417,4664,22823,0,174,5571,2006,992,-1013,-110,0,-1021,415,997,-1094,-461
2026-03-17,34,28907,A,33132,26928,3982,6417,3059,22823,0,169,6098,2006,992,-1013,-24,0,-1022,494,997,-1083,-314
2026-03-17,35,30618,A,34385,29127,3900,6417,1518,22823,0,165,5794,2006,992,-1013,-5,0,-1021,864,997,-619,-344
2026-03-17,36,32966,A,36866,30726,3887,6417,346,22823,0,144,5370,2004,991,-1013,-115,0,-1021,942,997,-571,-436
2026-03-17,37,33485,A,37111,31353,3697,6417,7,22823,0,1,5050,1590,910,-902,-261,-55,-820,1313,988,-474,-513
2026-03-17,38,34657,A,37943,32346,3661,6417,0,22823,0,1,5023,1553,903,-817,-269,-206,-791,1369,987,-88,-514
2026-03-17,39,35453,A,37327,33158,3557,6417,0,22823,0,4,4877,1965,985,202,-399,-357,111,1394,996,573,-514
2026-03-17,40,34671,A,36743,32557,3573,6417,0,22823,0,9,5009,2004,992,236,-451,-498,192,1397,997,860,-514
2026-03-17,41,33492,A,36033,31510,3442,6417,0,22823,0,11,4567,2004,992,-436,-452,-528,229,1397,997,887,-514
2026-03-17,42,32404,A,35037,30441,3416,6417,0,22823,0,13,4168,2003,992,-527,-451,-528,233,1397,996,1060,-514
2026-03-17,43,31220,A,34192,29340,3208,6417,0,22823,0,6,4103,2002,992,-871,-452,-529,658,1397,996,907,-514
2026-03-17,44,29790,A,32792,27897,3106,6417,0,22823,0,10,4085,2001,992,-898,-451,-529,690,1396,995,860,-514
2026-03-17,45,28443,A,31342,26758,2957,6417,0,22823,0,9,3985,2001,992,-795,-452,-529,705,1381,995,860,-514
2026-03-17,46,26668,A,29934,25056,2871,6417,0,22823,0,436,3836,2001,992,-734,-452,-530,706,1356,995,785,-514
2026-03-17,47,25552,A,28113,23907,2672,6417,0,22823,0,473,3763,2001,992,-9,-451,-515,780,984,996,560,-513
2026-03-17,48,24834,A,27172,23199,2575,6417,0,22828,0,243,3170,2001,992,0,-452,-529,786,908,995,560,-514
2026-03-18,1,25203,A,27597,23505,2427,6417,0,22828,0,308,3309,2000,992,712,-451,-522,982,562,996,832,-513
2026-03-18,2,25425,A,27627,23723,2337,6417,0,22828,0,194,3075,2001,992,920,-452,-419,997,534,996,928,-537
2026-03-18,3,25462,A,27570,23805,2008,6417,0,22828,0,141,3051,2001,992,996,-452,-401,997,904,996,980,-514
2026-03-18,4,24873,A,26918,23172,1876,6417,0,22828,0,127,2801,2001,992,1002,-452,-353,997,976,996,980,-513
2026-03-18,5,24645,A,26807,22873,1663,6417,0,22828,0,125,2523,2001,992,1003,-452,-471,997,1243,996,980,-514
2026-03-18,6,23995,A,26124,22114,1488,6417,0,22828,0,124,2165,2000,992,1002,-451,-440,997,1285,996,980,-514
2026-03-18,7,23856,A,25879,21912,1274,6417,0,22828,0,20,2108,2001,992,818,-452,-437,998,1334,996,980,-514
2026-03-18,8,23344,A,25323,21277,1157,6417,0,22828,0,10,1633,2000,992,801,-451,-404,997,1343,995,980,-514
2026-03-18,9,23235,A,25187,21075,1087,6417,0,22828,0,10,1507,2001,992,268,-452,-376,997,1390,996,980,-514
2026-03-18,10,23332,A,25208,21116,1029,6417,0,22828,0,10,1280,2001,992,225,-452,-300,997,1397,996,980,-514
2026-03-18,11,23957,A,25810,21657,944,6417,0,22828,0,10,1144,2000,992,108,-426,-303,997,1397,996,759,-514
2026-03-18,12,24621,A,26604,22264,883,6417,0,22828,0,10,898,2001,992,103,-437,-422,997,1397,996,640,-514
2026-03-18,13,26530,A,28290,23902,831,6417,8,22828,0,10,705,2002,992,795,-340,-333,997,1397,996,640,-477
2026-03-18,14,28632,A,30598,25744,817,6417,481,22828,0,10,572,2001,992,901,-427,-417,997,1397,997,942,-512
2026-03-18,15,29828,A,31927,26760,776,6417,1945,22828,0,8,376,2002,992,999,-451,-526,997,1397,997,982,-514
2026-03-18,16,29939,A,32046,26674,755,6417,3742,22828,0,10,172,2002,992,1002,-452,-531,997,1397,997,982,-514
2026-03-18,17,29419,A,31525,26024,714,6417,5367,22828,0,11,-26,2001,992,1003,-451,-530,997,1397,996,982,-514
2026-03-18,18,28071,A,30176,24775,630,6417,7024,22828,0,9,-202,2002,992,1002,-452,-530,997,1397,996,982,-514
2026-03-18,19,27117,A,29222,23820,612,6417,8641,22828,0,9,-321,2001,992,1002,-451,-531,1015,1397,997,982,-514
2026-03-18,20,25913,A,28018,22600,617,6417,9992,22828,0,9,-288,2002,992,1003,-452,-530,1016,1397,996,982,-514
2026-03-18,21,24490,A,26598,21201,632,6417,11237,22828,0,7,-418,2002,992,1004,-451,-530,1016,1397,997,982,-520
2026-03-18,22,23666,A,25766,20317,630,6417,12253,22828,0,4,-355,2002,992,1003,-451,-531,1016,1397,997,982,-514
2026-03-18,23,23111,A,25211,19708,615,6417,12953,22828,0,4,-536,2002,992,1003,-452,-530,1016,1397,996,982,-514
2026-03-18,24,22889,A,24987,19467,645,6417,13240,22828,0,4,-753,2002,992,1002,-451,-529,1016,1397,997,982,-514
2026-03-18,25,22569,A,24668,19331,668,6417,13326,22828,0,4,-579,2001,992,1002,-451,-530,1016,1397,997,982,-514
2026-03-18,26,22550,A,24650,19339,719,6417,13139,22828,0,4,-495,2002,992,1003,-451,-531,1016,1397,996,982,-514
2026-03-18,27,22076,A,24179,18974,710,6417,12669,22828,0,6,-566,2001,992,1003,-452,-531,1016,1397,997,982,-514
2026-03-18,28,22307,A,24408,19133,736,6417,11918,22828,0,5,-819,2001,992,1002,-451,-531,1016,1397,997,982,-514
2026-03-18,29,22547,A,24646,19354,756,6417,10869,22828,0,4,-712,2001,992,1003,-451,-530,997,1397,996,982,-514
2026-03-18,30,22930,A,25030,19836,731,6417,9626,22828,0,4,-578,2001,992,1003,-452,-530,996,1397,996,982,-514
2026-03-18,31,23857,A,25927,20775,751,6417,8104,22828,0,6,-492,2001,992,1003,-451,-499,996,1397,997,982,-514
2026-03-18,32,25901,A,27915,22645,695,6417,6481,22828,0,10,-477,2001,992,900,-452,-438,996,1397,996,982,-514
2026-03-18,33,27169,A,30559,23890,657,6417,4852,22828,0,20,-112,2002,992,-591,-452,-496,865,1397,996,-717,-514
2026-03-18,34,29202,A,33110,25820,664,6417,3184,22828,0,16,11,2002,992,-746,-452,-530,838,1397,996,-1050,-514
2026-03-18,35,31078,A,34985,27643,697,6417,1592,22828,0,7,156,2004,992,-851,-451,-530,-96,1397,997,-858,-514
2026-03-18,36,32836,A,36631,29360,770,6417,347,22828,0,2,319,2004,992,-794,-451,-530,-162,1397,996,-742,-514
2026-03-18,37,35221,A,37318,31718,847,6417,3,22828,0,1,333,2001,992,397,-452,-530,846,1397,997,24,-514
2026-03-18,38,36029,A,38124,32386,874,6417,0,22828,0,1,127,2001,992,477,-451,-529,945,1397,996,120,-514
2026-03-18,39,36164,A,38271,32459,913,6417,0,22828,0,12,-30,2000,992,829,-451,-530,858,1397,996,830,-514
2026-03-18,40,35871,A,37948,32229,972,6417,0,22828,0,11,17,2001,992,854,-452,-500,852,1397,997,986,-514
2026-03-18,41,34698,A,36628,31154,980,6417,0,22828,0,15,-187,2001,992,876,-441,-360,829,1397,996,924,-514
2026-03-18,42,33625,A,35470,30134,1028,6417,0,22828,0,13,-373,2001,992,877,-352,-366,828,1397,996,847,-514
2026-03-18,43,31926,A,33974,28636,1024,6417,0,22828,0,13,-387,2000,992,758,-435,-486,793,1397,996,683,-514
2026-03-18,44,30208,A,32166,27192,984,6417,0,22828,0,13,-496,2000,992,749,-451,-380,790,1397,996,650,-514
2026-03-18,45,28683,A,30489,26040,946,6417,0,22828,0,12,-369,2001,992,781,-452,-228,711,1397,996,650,-514
2026-03-18,46,26840,A,28699,24354,905,6417,0,22828,0,265,-541,2000,992,784,-440,-78,705,1374,996,582,-476
2026-03-18,47,26298,A,28184,23842,905,6417,0,22828,0,409,-71,2000,992,544,-384,0,977,1002,996,560,-493
2026-03-18,48,25778,A,27529,23309,860,6417,0,22834,0,333,-204,2001,992,526,-304,0,997,950,996,509,-514
2026-03-19,1,25622,A,27188,23177,830,6417,0,22834,0,190,-119,2000,992,605,-255,0,983,987,996,120,-521
2026-03-19,2,25925,A,27554,23614,723,6417,0,22834,0,190,305,2001,992,610,-325,0,982,993,996,120,-514
2026-03-19,3,25532,A,27198,23314,666,6417,0,22834,0,221,311,2001,992,397,-331,0,817,1008,996,120,-514
2026-03-19,4,24932,A,26840,22767,602,6417,0,22834,0,463,261,2001,992,380,-331,0,805,988,996,120,-514
2026-03-19,5,24443,A,26277,22356,607,6417,0,22834,0,389,590,2001,992,110,-331,0,686,637,997,120,-514
2026-03-19,6,23813,A,25602,21742,587,6417,0,22834,0,344,632,2001,992,103,-331,0,677,584,996,120,-514
2026-03-19,7,23353,A,25632,21356,584,6417,0,22834,0,343,712,2004,992,-491,-331,0,365,577,997,120,-514
2026-03-19,8,23076,A,25406,21117,563,6417,0,22834,0,287,745,2004,992,-598,-331,0,340,585,996,120,-514
2026-03-19,9,22732,A,25995,20839,598,6417,0,22834,0,279,846,2004,992,-855,-331,0,-255,725,997,-429,-514
2026-03-19,10,22482,A,26107,20556,573,6417,0,22834,0,280,933,2005,992,-875,-303,-51,-306,769,996,-712,-498
2026-03-19,11,23372,A,27477,21391,564,6417,0,22834,0,279,1187,2006,992,-1005,-164,-4,-969,1140,997,-712,-372
2026-03-19,12,24238,A,28289,22141,566,6417,0,22834,0,276,1512,2006,992,-1014,-26,0,-1022,1205,997,-813,-300
2026-03-19,13,26217,A,30168,23869,601,6417,15,22834,0,24,1877,2007,992,-1012,-28,-3,-1022,1372,997,-1000,-262
2026-03-19,14,27683,A,31832,25191,616,6417,517,22834,0,13,1831,2007,992,-908,-168,-108,-996,1397,998,-965,-391
2026-03-19,15,30110,A,31809,27337,632,6417,1945,22834,0,12,1280,2004,992,409,-320,-260,83,1397,996,335,-507
2026-03-19,16,30000,A,31978,27087,609,6417,3676,22834,0,12,915,2004,992,494,-441,-411,191,1397,997,632,-514
2026-03-19,17,29479,A,31481,26464,584,6417,5350,22834,0,11,608,2002,992,965,-451,-426,671,1397,997,903,-514
2026-03-19,18,28162,A,30079,25226,558,6417,7062,22834,0,10,417,2003,992,1003,-452,-341,707,1397,997,1000,-514
2026-03-19,19,26692,A,28553,23878,533,6417,8669,22834,0,10,114,2001,992,1002,-451,-286,905,1397,996,1000,-514
2026-03-19,20,25222,A,27037,22455,530,6417,10113,22834,0,10,206,2002,992,1002,-452,-239,920,1392,996,1000,-514
2026-03-19,21,24003,A,25668,21293,555,6417,11302,22834,0,10,185,2004,992,1003,-452,-89,829,1314,996,1000,-514
2026-03-19,22,22763,A,24320,20106,571,6417,12314,22834,0,11,-11,2004,992,1002,-431,-1,822,1279,997,1000,-514
2026-03-19,23,22317,A,23685,19652,588,6417,13033,22834,0,12,-156,2004,992,1003,-306,0,822,907,997,1000,-450
2026-03-19,24,21610,A,23113,18942,575,6417,13485,22834,0,254,-398,2004,992,1003,-284,0,822,846,997,1000,-365
2026-03-19,25,21240,A,22792,18630,570,6417,13575,22834,0,285,-306,2002,992,958,-204,0,866,732,996,1000,-463
2026-03-19,26,21046,A,22560,18428,553,6417,13120,22834,0,289,-481,2001,992,953,-249,0,869,708,996,998,-376
2026-03-19,27,21055,A,22489,18434,550,6417,12562,22834,0,281,-477,2002,992,953,-167,0,778,587,997,993,-386
2026-03-19,28,21343,A,22739,18692,561,6417,11563,22834,0,280,-548,2002,992,952,-164,0,771,585,996,993,-352
2026-03-19,29,21898,A,23296,19282,554,6417,10412,22834,0,283,-218,2001,992,953,-211,0,753,824,996,993,-304
2026-03-19,30,22751,A,24153,20155,579,6417,9309,22834,0,282,-5,2002,992,953,-222,0,751,883,997,954,-298
2026-03-19,31,23775,A,25317,21161,577,6417,7845,22834,0,47,133,2004,992,629,-290,-43,388,1255,997,-180,-382
2026-03-19,32,25711,A,27704,23033,612,6417,6225,22834,0,15,-132,2003,992,580,-427,-189,361,1310,996,-319,-443
2026-03-19,33,27677,A,30864,24940,628,6417,4633,22834,0,15,100,2002,992,-368,-451,-341,721,1327,996,-909,-503
2026-03-19,34,30112,A,33563,27175,654,6417,3107,22834,0,17,19,2001,992,-440,-452,-487,744,1333,996,-965,-490
2026-03-19,35,31618,A,35626,28617,675,6417,1586,22834,0,13,306,2005,992,-972,-451,-457,96,1389,996,-988,-527
2026-03-19,36,32974,A,36986,29910,772,6417,431,22834,0,15,488,2008,992,-1014,-452,-469,51,1397,995,-992,-470
2026-03-19,37,34573,A,38276,31264,822,6417,9,22834,0,14,385,2006,992,-798,-452,-402,804,1397,996,-1037,-400
2026-03-19,38,35047,A,38685,31680,863,6417,0,22834,0,14,430,2006,992,-729,-452,-402,867,1397,995,-1003,-438
2026-03-19,39,36241,A,38277,32857,810,6417,0,22834,0,14,213,2005,992,293,-451,-458,988,1397,995,186,-513
2026-03-19,40,35915,A,38019,32574,792,6417,0,22834,0,11,206,2005,992,347,-452,-527,997,1397,996,308,-514
2026-03-19,41,34193,A,36788,30953,760,6417,0,22834,0,16,124,2005,992,199,-451,-528,917,1397,995,-486,-514
2026-03-19,42,33059,A,35716,29933,741,6417,0,22834,0,14,-94,2005,992,188,-452,-519,911,1397,995,-558,-514
2026-03-19,43,31560,A,34279,28727,730,6417,0,22834,0,12,152,2005,992,152,-451,-528,862,1397,996,-614,-514
2026-03-19,44,30131,A,32795,27422,711,6417,0,22834,0,8,377,2006,992,149,-451,-476,858,1385,995,-615,-514
2026-03-19,45,28641,A,30999,26110,712,6417,0,22834,0,8,381,2005,992,250,-451,-507,904,1190,995,-278,-514
2026-03-19,46,27226,A,29404,24785,698,6417,0,22834,0,8,384,2006,992,258,-429,-384,908,1173,995,-243,-514
2026-03-19,47,26229,A,28178,23929,713,6417,0,22834,0,8,659,2005,992,679,-444,-363,991,1368,995,-20,-514
2026-03-19,48,25146,A,27161,22931,672,6417,0,22840,0,8,730,2006,992,712,-452,-441,997,1397,996,3,-514
2026-03-20,1,25430,A,27317,23219,695,6417,0,22840,0,8,762,2005,992,875,-451,-309,997,1397,996,227,-519
2026-03-20,2,25867,A,27704,23667,670,6417,0,22840,0,8,900,2005,992,888,-452,-263,997,1397,996,253,-514
2026-03-20,3,25755,A,27608,23559,717,6417,0,22840,0,6,919,2005,992,884,-451,-282,997,1397,996,570,-514
2026-03-20,4,25095,A,26974,23002,692,6417,0,22840,0,49,914,2005,992,884,-452,-264,997,1397,996,600,-514
2026-03-20,5,24509,A,26529,22476,717,6417,0,22840,0,154,884,2006,992,660,-452,-300,997,1397,996,538,-514
2026-03-20,6,24024,A,26139,21978,706,6417,0,22840,0,186,919,2005,992,643,-451,-364,997,1397,996,522,-514
2026-03-20,7,23782,A,26070,21836,637,6417,0,22840,0,254,1093,2005,992,496,-452,-317,997,1397,995,-151,-514
2026-03-20,8,23229,A,25606,21322,601,6417,0,22840,0,342,991,2006,992,473,-452,-244,998,1397,995,-225,-514
2026-03-20,9,22848,A,26083,21024,597,6417,0,22840,0,176,1210,2007,992,-258,-452,-214,665,1397,996,-1021,-514
2026-03-20,10,22873,A,26017,21012,584,6417,0,22840,0,12,1293,2007,992,-306,-452,-165,589,1397,995,-1095,-514
2026-03-20,11,22634,A,27109,20738,618,6417,0,22840,0,14,1387,2012,992,-959,-452,-111,-733,1397,996,-1092,-514
2026-03-20,12,23443,A,28236,21494,613,6417,0,22840,0,16,1537,2012,992,-1015,-439,-255,-862,1396,996,-1092,-514
2026-03-20,13,25900,A,29643,23709,602,6417,6,22840,0,19,1678,2008,992,-838,-343,-370,239,1389,995,-1059,-514
2026-03-20,14,27499,A,31256,25129,608,6417,256,22840,0,15,1783,2007,992,-764,-428,-505,352,1389,996,-931,-514
2026-03-20,15,30267,A,32373,27603,608,6417,894,22840,0,9,1305,2006,992,723,-452,-531,822,1396,996,726,-514
2026-03-20,16,30989,A,33094,28225,610,6417,1826,22840,0,8,1439,2006,992,952,-452,-531,858,1397,996,989,-514
2026-03-20,17,31264,A,33362,28471,604,6417,2906,22840,0,1,1326,2006,992,999,-452,-531,897,1397,996,989,-514
2026-03-20,18,31236,A,33334,28415,588,6417,4056,22840,0,1,1286,2006,992,1003,-452,-531,899,1397,995,989,-514
2026-03-20,19,30581,A,32680,27813,586,6417,5303,22840,0,2,1175,2006,992,1002,-452,-531,872,1397,995,992,-514
2026-03-20,20,29457,A,31558,26745,566,6417,6451,22840,0,7,1132,2007,992,1003,-452,-528,870,1397,995,993,-514
2026-03-20,21,28140,A,30142,25497,564,6417,7383,22840,0,10,1092,2007,992,1003,-452,-426,1006,1397,995,993,-514
2026-03-20,22,27007,A,28857,24408,621,6417,8629,22840,0,8,991,2007,992,1003,-452,-276,1016,1397,995,993,-514
2026-03-20,23,26230,A,28089,23710,662,6417,9675,22840,0,97,886,2006,992,1002,-452,-196,1016,1397,995,993,-514
2026-03-20,24,25347,A,27289,22899,658,6417,10109,22840,0,219,805,2007,992,1002,-452,-157,1016,1397,995,993,-514
2026-03-20,25,24707,A,26624,22304,651,6417,10385,22840,0,227,561,2006,992,1002,-452,-124,1016,1397,995,993,-514
2026-03-20,26,24526,A,26610,22211,641,6417,10427,22840,0,414,616,2006,992,1002,-452,-104,1016,1397,995,991,-514
2026-03-20,27,23962,A,26444,21748,654,6417,10168,22840,0,830,558,2006,992,1003,-452,-86,1016,1397,995,989,-514
2026-03-20,28,23790,A,26293,21600,653,6417,9560,22840,0,855,550,2006,992,1002,-452,-82,1016,1397,996,989,-514
2026-03-20,29,24158,A,26627,21923,613,6417,9145,22840,0,901,593,2006,992,1003,-452,-2,998,1397,995,989,-514
2026-03-20,30,24314,A,26786,22053,682,6417,8203,22840,0,836,669,2004,992,1002,-445,-77,996,1397,995,969,-514
2026-03-20,31,24910,A,26780,22742,756,6417,6871,22840,0,198,838,2004,992,821,-342,-216,753,1397,995,92,-514
2026-03-20,32,26058,A,28051,23990,737,6417,5395,22840,0,170,1093,2004,992,778,-320,-366,735,1397,995,-23,-514
2026-03-20,33,27493,A,30721,25422,696,6417,3906,22840,0,172,1206,2004,992,116,-441,-505,609,1397,996,-996,-514
2026-03-20,34,29503,A,32867,27387,709,6417,2622,22840,0,173,1183,2004,992,102,-451,-531,600,1397,996,-1095,-514
2026-03-20,35,31140,A,35192,28936,750,6417,1303,22840,0,166,1379,2004,992,-695,-452,-530,527,1397,996,-1095,-514
2026-03-20,36,32654,A,36896,30399,859,6417,385,22840,0,164,1586,2005,992,-894,-452,-531,522,1397,996,-1087,-514
2026-03-20,37,34093,A,37134,31709,921,6417,12,22840,0,167,1465,2004,992,-236,-452,-530,679,1397,996,-542,-514
2026-03-20,38,34598,A,37531,32014,1013,6417,0,22840,0,164,1352,2004,992,-187,-452,-530,690,1397,996,-486,-514
2026-03-20,39,34778,A,37175,32123,935,6417,0,22840,0,168,1377,2002,992,556,-451,-530,976,1397,996,-134,-514
2026-03-20,40,34214,A,36580,31461,918,6417,0,22840,0,168,1011,2002,992,692,-452,-531,997,1397,997,-101,-514
2026-03-20,41,33091,A,35508,30542,829,6417,0,22840,0,168,948,2003,992,488,-451,-530,775,1397,996,-154,-514
2026-03-20,42,32119,A,34549,29785,826,6417,0,22840,0,171,1202,2003,992,473,-452,-530,759,1397,996,-163,-514
2026-03-20,43,30696,A,33117,28632,787,6417,0,22840,0,170,1469,2004,992,774,-451,-530,557,1397,996,-156,-514
2026-03-20,44,29231,A,31646,27392,739,6417,0,22840,0,168,1501,2004,992,797,-452,-529,542,1397,996,-152,-514
2026-03-20,45,27831,A,30208,26165,657,6417,0,22840,0,166,1381,2003,992,837,-452,-530,914,1397,997,-115,-514
2026-03-20,46,26438,A,28808,24876,626,6417,0,22840,0,163,1554,2003,992,840,-451,-530,941,1397,996,-112,-514
2026-03-20,47,25577,A,28029,23871,636,6417,0,22840,0,162,1504,2004,992,573,-452,-529,763,1397,995,-195,-514
2026-03-20,48,24685,A,27062,22916,633,6417,0,22841,0,88,1469,2004,992,553,-452,-529,750,1397,996,-194,-514
2026-03-21,1,25095,A,27200,23283,584,6417,0,22841,0,11,1505,1667,992,652,-451,-529,714,1397,996,424,-514
2026-03-21,2,25038,A,27145,23245,564,6417,0,22841,0,12,1570,1004,992,660,-452,-529,711,1397,998,483,-514
2026-03-21,3,24945,A,27052,22999,524,6417,0,22841,0,12,1235,1002,992,899,-452,-529,940,1397,998,573,-514
2026-03-21,4,24381,A,26489,22395,513,6417,0,22841,0,13,1145,1002,992,917,-452,-529,957,1397,998,578,-514
2026-03-21,5,23942,A,26048,21946,489,6417,0,22841,0,12,1190,1003,992,667,-452,-528,976,1397,998,375,-514
2026-03-21,6,23622,A,25779,21558,493,6417,0,22841,0,63,1144,1002,992,649,-452,-528,977,1397,998,350,-514
2026-03-21,7,23418,A,25585,21252,457,6417,0,22841,0,72,1027,1018,992,735,-452,-529,992,1397,997,32,-514
2026-03-21,8,22850,A,24985,20690,437,6417,0,22841,0,72,936,1003,992,741,-452,-496,993,1397,997,-1,-514
2026-03-21,9,22623,A,24945,20454,381,6417,0,22841,0,69,930,1002,992,583,-452,-497,772,1397,997,-190,-514
2026-03-21,10,22538,A,24794,20340,370,6417,0,22841,0,69,622,1002,992,570,-451,-411,755,1397,997,-211,-514
2026-03-21,11,22382,A,24728,20194,330,6417,0,22841,0,14,451,1002,992,363,-451,-458,971,1397,998,-309,-514
2026-03-21,12,22435,A,24762,20208,333,6417,0,22841,0,9,535,1001,992,348,-452,-457,987,1397,998,-295,-514
2026-03-21,13,23615,A,25718,21213,326,6417,41,22841,0,9,243,1252,992,750,-452,-528,996,1397,997,672,-514
2026-03-21,14,24214,A,26320,21676,330,6417,630,22841,0,10,185,1504,992,781,-452,-530,997,1397,997,775,-514
2026-03-21,15,24835,A,26940,22177,291,6417,1634,22841,0,9,218,1503,992,805,-452,-530,997,1397,997,972,-514
2026-03-21,16,25105,A,27208,22332,291,6417,2851,22841,0,5,22,1503,991,807,-452,-531,997,1397,997,991,-515
2026-03-21,17,25220,A,27322,22380,236,6417,4296,22841,0,5,-167,1503,991,808,-452,-531,997,1397,996,991,-514
2026-03-21,18,24922,A,27023,21979,227,6417,5849,22841,0,5,-445,1503,977,807,-451,-531,997,1397,997,991,-514
2026-03-21,19,24197,A,26299,21208,199,6417,7396,22841,0,5,-442,1503,81,718,-452,-531,1015,1397,997,991,-514
2026-03-21,20,23110,A,25139,20141,196,6417,9020,22841,0,11,-318,1503,-1,711,-452,-451,1016,1397,996,991,-514
2026-03-21,21,21747,A,23625,18785,195,6417,10657,22841,0,12,-302,1503,-1,806,-452,-299,1016,1397,996,991,-514
2026-03-21,22,20707,A,22431,17766,202,6417,11952,22841,0,6,-330,1503,-1,808,-452,-151,1016,1397,996,991,-514
2026-03-21,23,20076,A,21800,17219,190,6417,12751,22841,0,7,-101,1503,-1,995,-452,-171,1016,1397,997,991,-493
2026-03-21,24,19338,A,21316,16496,200,6417,13206,22841,0,277,-80,1503,-1,1002,-452,-135,1016,1397,997,991,-513
2026-03-21,25,18834,A,21211,16085,196,6417,13362,22841,0,685,-56,1503,-1,1003,-451,-126,1016,1397,997,991,-514
2026-03-21,26,18566,A,21273,15927,209,6417,13309,22841,0,974,239,1502,7,1002,-451,-177,1016,1397,996,991,-505
2026-03-21,27,18256,A,21200,15671,243,6417,12816,22841,0,1192,41,1503,894,1003,-452,-198,1016,1397,996,991,-502
2026-03-21,28,18409,A,21305,15829,287,6417,11998,22841,0,1163,72,1503,993,1002,-452,-168,1016,1397,996,991,-513
2026-03-21,29,18454,A,21353,15869,316,6417,10916,22841,0,1121,126,1503,993,1002,-451,-213,997,1397,996,991,-514
2026-03-21,30,18917,A,21739,16359,358,6417,9754,22841,0,1096,327,1503,993,1003,-452,-160,996,1397,996,990,-514
2026-03-21,31,19871,A,22595,17304,408,6417,8366,22841,0,1005,526,1504,993,893,-451,-154,618,1397,997,884,-514
2026-03-21,32,21261,A,23538,18755,440,6417,6798,22841,0,655,706,1504,993,883,-427,-81,590,1397,997,840,-514
2026-03-21,33,23231,A,25144,20816,500,6417,5134,22841,0,41,1010,1504,992,385,-337,-213,533,1397,996,-208,-514
2026-03-21,34,25482,A,27723,23024,555,6417,3437,22841,0,13,1032,1504,992,346,-427,-366,529,1397,997,-321,-514
2026-03-21,35,28166,A,30247,25627,618,6417,1832,22841,0,12,1225,1503,992,483,-452,-503,964,1397,997,86,-514
2026-03-21,36,30085,A,32189,27571,691,6417,601,22841,0,11,1590,1503,992,494,-451,-528,997,1397,997,136,-514
2026-03-21,37,31651,A,33752,29083,705,6417,34,22841,0,8,1687,1502,992,965,-451,-528,997,1397,997,880,-514
2026-03-21,38,32487,A,34585,29692,747,6417,0,22841,0,4,1389,1503,992,1002,-452,-528,997,1397,997,950,-514
2026-03-21,39,32654,A,34754,29849,785,6417,0,22841,0,7,1189,1502,992,1002,-452,-527,997,1397,997,987,-514
2026-03-21,40,31893,A,33991,29170,833,6417,0,22841,0,6,1263,1502,992,1003,-451,-527,997,1397,997,991,-514
2026-03-21,41,30944,A,33042,28255,855,6417,0,22841,0,6,1347,1503,992,1002,-451,-527,997,1397,998,991,-514
2026-03-21,42,30406,A,32506,27816,861,6417,0,22841,0,8,1499,1503,992,1002,-451,-527,997,1397,997,991,-514
2026-03-21,43,29817,A,31857,27408,933,6417,0,22841,0,7,1599,1503,992,1003,-451,-468,997,1397,997,990,-514
2026-03-21,44,28451,A,30293,26372,989,6417,0,22841,0,5,1929,1503,992,1003,-405,-318,997,1397,997,991,-514
2026-03-21,45,26928,A,28770,25262,1025,6417,0,22841,0,66,2169,1503,992,1002,-447,-215,997,1397,997,990,-514
2026-03-21,46,25566,A,27340,23877,1087,6417,0,22841,0,160,2591,1503,992,1002,-433,-67,997,1397,997,991,-514
2026-03-21,47,24744,A,26496,23037,1112,6417,0,22841,0,160,2851,1503,992,1002,-446,-32,997,1397,997,991,-514
2026-03-21,48,23989,A,25683,22355,1170,6417,0,22841,0,187,2821,1504,992,1003,-393,0,997,1397,997,991,-514
2026-03-22,1,24335,A,26113,22686,1145,6417,0,22841,0,311,2829,1504,992,1004,-353,0,997,1397,997,991,-514
2026-03-22,2,24632,A,26287,23013,1216,6417,0,22841,0,314,3020,1503,992,1003,-227,0,997,1397,997,990,-514
2026-03-22,3,24093,A,25722,22541,1195,6417,0,22841,0,311,3199,1504,992,1002,-204,0,997,1397,997,991,-514
2026-03-22,4,23683,A,25284,22203,1264,6417,0,22841,0,308,3414,1503,992,1002,-179,0,997,1397,997,991,-514
